rxnID	reactionName	mean_A120	mean_A100	mean_A80	mean_A60	mean_G120	mean_G100	mean_G80	mean_G60	mean_X120	mean_X100	mean_X80	mean_X60	std_A120	std_A100	std_A80	std_A60	std_G120	std_G100	std_G80	std_G60	std_X120	std_X100	std_X80	std_X60
r_1994	palmitoleate exchange	8.274375e-06	1.134730e-04	1.225686e-04	6.000360e-05	4.772244e-05	3.093546e-04	2.480239e-04	5.871367e-04	1.368280e-06	1.316539e-05	1.359668e-04	2.005145e-04	9.389885e-05	1.280527e-03	1.263567e-03	8.183480e-04	5.494458e-04	3.420318e-03	2.893311e-03	6.643177e-03	1.449434e-05	1.389691e-04	1.621960e-03	2.197594e-03
r_2005	phosphate exchange	-2.286889e-03	-1.658565e-02	-2.271710e-02	-2.488206e-02	-8.522704e-03	-4.914509e-02	-4.753821e-02	-6.593659e-02	-2.439265e-04	-2.028241e-03	-1.465199e-02	-2.353134e-02	2.846988e-04	2.151885e-03	3.340628e-03	4.043428e-03	1.123638e-03	2.029985e-02	8.355594e-03	4.755086e-02	2.323552e-05	3.439901e-04	2.493778e-03	6.826129e-03
r_2024	putrescine exchange	1.712671e-06	9.938236e-06	2.739191e-05	6.889546e-06	3.103378e-06	2.674857e-04	5.168229e-05	1.369493e-03	9.008438e-08	1.116060e-06	1.371878e-05	1.869222e-05	3.647106e-05	2.482611e-04	5.166411e-04	2.782680e-04	9.809839e-05	5.128530e-03	1.100768e-03	2.509632e-02	2.249771e-06	3.219907e-05	3.064849e-04	5.908633e-04
r_2033	pyruvate exchange	3.954129e-05	1.460581e-03	1.067868e-04	1.517372e-04	4.756903e-03	1.424280e+00	2.222975e+00	4.576698e+00	4.253581e-04	4.706845e-03	3.147260e-02	1.030649e-01	9.473252e-04	1.709073e-02	3.774350e-03	4.324458e-03	1.687553e-02	1.036155e-01	2.815908e-01	2.375803e-01	5.184745e-04	4.748979e-03	9.682567e-02	1.304212e-01
r_2046	sn-glycero-3-phosphocholine exchange	1.276888e-05	1.510176e-04	2.255115e-04	1.974428e-04	7.678255e-05	9.377147e-04	4.233715e-04	1.653220e-03	2.636666e-06	3.791558e-05	1.697653e-04	4.012317e-04	1.404436e-04	1.291554e-03	2.033485e-03	1.938566e-03	6.787894e-04	6.754437e-03	4.334739e-03	1.448270e-02	1.610420e-05	2.440778e-04	1.427817e-03	3.739582e-03
r_2051	spermidine exchange	9.335358e-07	8.276807e-06	1.175117e-05	1.514362e-05	2.484678e-06	1.296209e-04	1.566437e-05	2.348812e-04	5.256372e-08	1.239151e-06	8.233476e-06	2.741319e-05	2.198609e-05	1.849088e-04	2.767561e-04	3.383168e-04	7.169059e-05	2.897468e-03	4.951528e-04	5.867917e-03	1.403983e-06	2.768333e-05	1.939095e-04	5.838665e-04
r_2052	spermine exchange	2.332850e-07	2.480758e-06	4.896625e-06	7.163322e-06	1.551800e-06	2.526066e-04	7.232228e-06	3.689427e-04	1.180096e-07	8.339557e-07	3.425223e-06	1.720073e-05	9.521706e-06	8.768190e-05	1.547829e-04	1.838867e-04	4.905262e-05	3.063520e-03	2.879388e-04	5.493422e-03	1.754924e-06	1.964087e-05	1.082719e-04	3.915619e-04
r_2055	stearate exchange	1.006078e-06	2.584341e-05	2.091389e-05	1.602560e-05	7.123385e-06	4.215872e-05	1.704963e-05	6.338653e-05	2.377841e-07	2.133911e-06	3.016260e-05	2.042609e-05	2.969573e-05	5.767170e-04	4.863122e-04	4.048761e-04	1.949714e-04	1.094648e-03	7.190761e-04	2.095618e-03	5.708483e-06	5.246843e-05	7.185869e-04	6.612459e-04
r_2056	succinate exchange	2.805596e-05	9.494416e-02	2.043200e-04	1.007168e-04	1.014699e-04	2.976316e-04	1.383866e-03	2.524010e-03	4.292101e-06	3.661147e-05	5.761724e-04	7.533196e-04	6.908760e-04	5.049676e-02	3.946813e-03	2.697731e-03	2.644795e-03	5.134282e-03	2.875243e-02	4.394177e-02	3.741268e-05	3.172571e-04	1.170934e-02	1.667157e-02
r_2060	sulphate exchange	-7.379810e-04	-6.434277e-03	-9.635644e-03	-1.055391e-02	-3.291163e-03	-2.103842e-02	-2.210784e-02	-4.329082e-02	-6.850594e-05	-1.046684e-03	-7.529270e-03	-1.179854e-02	1.279513e-03	1.582962e-02	1.929046e-02	1.528171e-02	8.784113e-03	4.340216e-02	4.011567e-02	9.652019e-02	2.627193e-04	3.102841e-03	2.461342e-02	3.355959e-02
r_2061	sulphite exchange	1.129997e-04	1.407649e-03	1.750834e-03	1.385366e-03	7.863162e-04	3.915888e-03	3.407126e-03	7.500075e-03	2.274713e-05	3.082327e-04	2.002628e-03	2.885178e-03	1.275776e-03	1.581216e-02	1.924712e-02	1.522190e-02	8.777220e-03	4.148785e-02	4.003991e-02	9.007701e-02	2.626587e-04	3.101372e-03	2.459384e-02	3.347007e-02
r_2083	tryptophol exchange	2.492457e-06	5.468075e-05	5.876299e-05	7.022442e-05	1.863515e-05	2.666836e-04	1.127697e-04	7.397703e-04	6.752117e-07	5.953707e-06	4.116362e-05	7.770199e-05	6.226779e-05	8.226102e-04	1.071357e-03	1.240617e-03	3.397530e-04	4.656683e-03	2.299368e-03	1.149221e-02	8.691692e-06	1.050466e-04	7.504883e-04	1.683048e-03
r_2091	urea exchange	1.479610e-05	3.469172e-05	8.510036e-05	8.850137e-05	1.615100e-04	3.421069e-04	1.831865e-04	1.726059e-03	1.476452e-07	3.165658e-06	2.627634e-04	5.595710e-03	1.056043e-04	4.618762e-04	9.015796e-04	9.891778e-04	6.837696e-04	6.061573e-03	2.060113e-03	3.033536e-02	2.849515e-06	5.396494e-05	1.311885e-03	4.018786e-03
r_2100	water exchange	5.562022e-01	3.744980e+00	5.915916e+00	5.296752e+00	2.617367e+00	1.148890e+01	1.426548e+01	2.950955e+01	4.819264e-02	4.960186e-01	5.047504e+00	5.804935e+00	1.463762e-02	9.903943e-02	1.192512e-01	1.489486e-01	6.495158e-02	2.382265e-01	2.564179e-01	4.419244e-01	2.457794e-03	1.890047e-02	1.810089e-01	2.629928e-01
r_2104	xylitol exchange	0	0	0	0	0	0	0	0	1.360775e-03	1.628476e-02	6.706915e-01	1.081708e+00	0	0	0	0	0	0	0	0	4.339400e-06	5.234942e-05	1.190789e-03	2.242026e-03
r_2106	zymosterol exchange	1.705716e-06	3.351170e-05	2.785257e-05	2.097190e-05	1.752379e-05	6.192604e-05	6.689650e-05	1.556700e-04	5.715975e-07	4.776496e-06	3.663512e-05	6.891367e-05	2.761305e-05	4.513308e-04	4.218835e-04	3.231936e-04	2.271000e-04	8.231281e-04	9.319828e-04	2.077343e-03	6.904961e-06	6.183319e-05	5.661921e-04	8.788469e-04
r_2111	growth	7.644288e-03	6.063646e-02	8.412898e-02	9.953172e-02	3.031860e-02	1.584572e-01	1.740537e-01	2.279369e-01	7.822001e-04	6.846219e-03	5.270989e-02	8.798310e-02	8.815585e-05	7.365941e-04	1.057351e-03	1.213643e-03	3.689249e-04	1.960350e-03	2.053020e-03	2.880521e-03	9.120032e-06	8.349293e-05	6.320198e-04	9.974033e-04
r_2134	14-demethyllanosterol exchange	1.452371e-06	9.954640e-06	1.653783e-05	1.038561e-05	7.721696e-06	4.924255e-05	4.878533e-05	8.785633e-05	2.286293e-07	7.857120e-07	2.053755e-05	3.251505e-05	2.811588e-05	2.593458e-04	3.460505e-04	2.527394e-04	1.593584e-04	9.645946e-04	9.153154e-04	1.845311e-03	4.661754e-06	2.359698e-05	4.601109e-04	6.497133e-04
r_2137	ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	7.610583e-07	1.079718e-05	1.440540e-05	5.049394e-06	4.299890e-06	1.050857e-05	1.851638e-05	4.141742e-05	1.258336e-07	7.910457e-07	1.102344e-05	1.828668e-05	1.742445e-05	2.311145e-04	2.892615e-04	1.493990e-04	1.081423e-04	3.145483e-04	4.708706e-04	1.013143e-03	3.163789e-06	2.501007e-05	2.824608e-04	4.348485e-04
r_2187	butyrate exchange	4.830553e-06	8.040606e-05	7.837412e-05	1.254156e-05	2.064620e-05	1.124379e-04	8.949032e-05	3.199623e-04	1.306706e-06	1.143992e-05	7.553752e-05	3.475507e-05	9.169216e-05	1.245229e-03	1.388325e-03	4.518375e-04	4.881784e-04	1.807853e-03	2.140645e-03	5.323630e-03	1.789859e-05	1.703047e-04	1.615153e-03	1.235622e-03
r_2188	hexanoate exchange	2.895900e-06	3.206828e-04	6.125067e-05	5.317475e-05	1.946755e-05	4.792657e-04	6.582541e-05	1.028935e-03	3.370018e-06	3.673396e-05	8.195703e-05	9.570725e-05	6.848451e-05	2.422060e-03	1.205456e-03	9.618207e-04	4.592471e-04	3.776939e-03	1.770646e-03	9.476363e-03	2.902625e-05	3.106951e-04	1.608951e-03	1.944740e-03
r_2189	oleate exchange	1.291396e-06	2.960098e-05	5.438160e-06	1.225699e-05	3.509081e-06	4.208116e-05	4.314710e-05	5.825823e-05	2.530638e-07	1.115190e-06	1.055071e-05	2.502019e-05	3.435766e-05	6.438325e-04	2.477097e-04	3.429394e-04	1.432314e-04	1.214209e-03	1.153167e-03	1.739405e-03	5.740983e-06	3.609413e-05	4.306448e-04	7.357561e-04
EXC_OUT_s_3717	protein exchange (OUT)	1.226917e-04	9.568233e-04	1.554000e-03	1.443628e-03	1.197547e-03	6.612114e-03	6.445536e-03	7.076677e-03	0	3.284273e-09	2.108133e-08	0	5.603335e-07	4.975709e-06	7.184493e-06	6.510842e-06	5.861158e-06	3.470979e-05	3.051055e-05	3.463540e-05	0	1.554641e-11	9.137843e-11	0
r_4046	non-growth associated maintenance reaction	1.674232e-06	1.372239e+00	5.675349e+00	3.267003e-05	3.925172e+00	6.136915e+00	1.347536e+01	3.265387e+01	1.029557e-01	1.206688e+00	1.262993e+01	1.216153e+01	2.972597e-09	1.989720e-03	9.199450e-03	2.369329e-08	5.691423e-03	1.089587e-02	2.184286e-02	3.348711e-02	2.238021e-04	1.515429e-03	1.586141e-02	1.527316e-02
