rxnID	reactionName	mean_A120	mean_A100	mean_A80	mean_A60	mean_G120	mean_G100	mean_G80	mean_G60	mean_X120	mean_X100	mean_X80	mean_X60	std_A120	std_A100	std_A80	std_A60	std_G120	std_G100	std_G80	std_G60	std_X120	std_X100	std_X80	std_X60
r_2005	phosphate exchange	-2.290507e-03	-1.659136e-02	-2.271567e-02	-2.476504e-02	-8.528751e-03	-4.777689e-02	-4.762193e-02	-6.844450e-02	-2.438351e-04	-2.031602e-03	-1.465499e-02	-2.374160e-02	2.836042e-04	2.156917e-03	3.283506e-03	3.632020e-03	1.096101e-03	8.156037e-03	8.193477e-03	6.906740e-02	2.276526e-05	3.513796e-04	2.412402e-03	8.888024e-03
r_2024	putrescine exchange	1.643159e-06	1.431592e-05	1.876615e-05	1.960239e-05	5.962247e-06	2.362546e-05	5.857327e-05	8.732033e-04	1.186009e-07	1.248004e-06	1.973867e-05	5.602528e-05	3.499729e-05	2.918490e-04	4.192421e-04	4.614720e-04	1.332001e-04	6.816681e-04	1.147337e-03	2.076308e-02	2.525001e-06	3.333397e-05	3.597681e-04	1.207775e-03
r_2033	pyruvate exchange	2.247310e-05	1.812035e-04	2.008948e-04	2.683647e-04	1.648627e-03	1.634469e+00	1.900537e+00	7.725962e+00	4.036008e-04	4.344997e-03	1.068703e-02	1.215514e-02	7.216162e-04	3.885801e-03	5.003649e-03	5.679361e-03	1.017401e-02	5.272343e-01	6.926120e-01	1.294756e+00	4.981570e-04	4.566942e-03	5.759802e-02	5.956751e-02
r_2046	sn-glycero-3-phosphocholine exchange	1.518655e-05	1.355275e-04	2.184853e-04	1.433089e-04	7.393919e-05	9.272530e-04	5.208793e-04	2.072007e-03	2.562871e-06	3.676500e-05	1.586979e-04	5.492187e-04	1.494373e-04	1.239554e-03	1.936558e-03	1.630233e-03	6.367552e-04	5.458041e-03	4.495328e-03	1.751716e-02	1.574753e-05	2.291285e-04	1.335107e-03	5.300868e-03
r_2051	spermidine exchange	3.976965e-07	4.772102e-06	7.506829e-06	5.870588e-06	4.767321e-06	2.104053e-05	1.799741e-05	4.382402e-04	3.610330e-08	1.570194e-06	7.012711e-06	8.160524e-06	1.405653e-05	1.376898e-04	2.165954e-04	2.050164e-04	9.720559e-05	5.256447e-04	5.192813e-04	1.094833e-02	1.141230e-06	3.032567e-05	1.751952e-04	3.709297e-04
r_2052	spermine exchange	2.237073e-07	5.364204e-06	1.873760e-06	5.450157e-06	1.193330e-06	1.771388e-05	8.995875e-06	1.212845e-03	6.376993e-08	1.610756e-06	3.946028e-06	1.662185e-05	9.131022e-06	1.262441e-04	9.367742e-05	1.695889e-04	4.217791e-05	4.171866e-04	3.179572e-04	1.405521e-02	1.300768e-06	2.661300e-05	1.138552e-04	4.754973e-04
r_2055	stearate exchange	9.620085e-07	2.923513e-06	1.567489e-05	7.915191e-06	5.423373e-06	4.757142e-05	2.231563e-05	1.185593e-04	2.868588e-07	1.397964e-06	8.891418e-06	2.797240e-05	2.955540e-05	1.435378e-04	4.336843e-04	2.817420e-04	1.748472e-04	1.249844e-03	1.115670e-03	3.372864e-03	5.850477e-06	4.240727e-05	3.938582e-04	7.861027e-04
r_2056	succinate exchange	3.760922e-05	1.134993e-04	1.332844e-04	2.127672e-04	2.777210e-04	3.709940e-02	4.710344e-02	7.453824e-02	7.346979e-05	6.121619e-04	2.621987e-03	3.951186e-03	8.068911e-04	2.568389e-03	3.311566e-03	4.370820e-03	3.217356e-03	1.243522e-01	2.012716e-01	2.286821e-01	1.223804e-04	1.003007e-03	2.535593e-02	3.457349e-02
r_2060	sulphate exchange	-5.153357e-04	-4.523311e-03	-6.693324e-03	-7.924898e-03	-2.546126e-03	-1.438532e-02	-1.588870e-02	-3.582446e-02	-5.973608e-05	-7.455192e-04	-5.807082e-03	-8.930377e-03	1.086754e-03	1.162181e-02	1.720482e-02	1.652522e-02	9.875210e-03	4.179213e-02	4.465248e-02	1.263550e-01	2.895402e-04	2.800822e-03	2.743544e-02	3.582633e-02
r_2061	sulphite exchange	8.138076e-05	1.050373e-03	1.359673e-03	1.691747e-03	8.208633e-04	3.419687e-03	3.280024e-03	1.204726e-02	2.625634e-05	2.495303e-04	2.123138e-03	2.756529e-03	1.081716e-03	1.159728e-02	1.716933e-02	1.647652e-02	9.870847e-03	4.172734e-02	4.453163e-02	1.222398e-01	2.892750e-04	2.798421e-03	2.742530e-02	3.560151e-02
r_2083	tryptophol exchange	2.990481e-06	3.101419e-05	7.140194e-05	5.912067e-05	1.670011e-05	1.656199e-04	8.110793e-05	1.039891e-03	5.200348e-07	1.308561e-05	6.053452e-05	1.656265e-04	6.680897e-05	6.075079e-04	1.156205e-03	1.119994e-03	3.151919e-04	2.550455e-03	1.910202e-03	1.602857e-02	7.488770e-06	1.517664e-04	8.905670e-04	3.000624e-03
r_2091	urea exchange	1.424024e-05	3.837591e-05	8.167171e-05	8.558440e-05	1.413256e-04	8.644272e-05	1.842410e-04	2.208020e-03	1.843975e-07	3.928728e-06	2.671604e-04	2.762991e-03	1.015611e-04	4.733619e-04	8.637496e-04	9.550491e-04	6.281368e-04	1.299905e-03	2.026331e-03	3.277521e-02	3.120719e-06	5.883372e-05	1.274821e-03	6.874339e-03
r_2100	water exchange	5.557547e-01	3.688693e+00	5.895859e+00	5.263851e+00	4.108501e+00	1.782295e+01	2.324098e+01	4.390494e+01	4.931049e-02	5.118587e-01	7.590407e+00	8.512136e+00	1.587164e-02	9.052899e-02	1.249871e-01	1.363832e-01	1.034238e-01	7.669561e-01	1.129592e+00	1.955494e+00	1.675416e-03	1.685287e-02	2.970565e-01	3.625243e-01
r_2104	xylitol exchange	0	0	0	0	0	0	0	0	1.360756e-03	1.628611e-02	6.706709e-01	1.081686e+00	0	0	0	0	0	0	0	0	4.174152e-06	6.169759e-05	8.422678e-04	1.943308e-03
r_2106	zymosterol exchange	1.960374e-06	2.380100e-05	4.478255e-05	3.102850e-05	1.771924e-05	7.656418e-05	1.542662e-04	1.469675e-04	4.976029e-07	5.053712e-06	4.855530e-05	6.786901e-05	2.905186e-05	3.047297e-04	5.305343e-04	3.921038e-04	2.423207e-04	1.082182e-03	1.781912e-03	2.222845e-03	6.309053e-06	6.198885e-05	6.856793e-04	9.184928e-04
r_2111	growth	7.645597e-03	6.062627e-02	8.410533e-02	9.946793e-02	3.031289e-02	1.584408e-01	1.741142e-01	2.279028e-01	7.822161e-04	6.847145e-03	5.272141e-02	8.806047e-02	8.907393e-05	7.161883e-04	1.014824e-03	1.225024e-03	3.583218e-04	1.930071e-03	2.168612e-03	2.818618e-03	9.151264e-06	8.512151e-05	6.530013e-04	1.140537e-03
r_2134	14-demethyllanosterol exchange	7.248962e-07	8.816893e-06	1.325252e-05	1.200318e-05	8.027257e-06	2.931336e-05	3.894065e-05	1.565922e-04	2.377381e-07	1.407337e-06	2.218814e-05	2.063275e-05	1.934769e-05	1.962025e-04	3.121149e-04	2.710241e-04	1.742351e-04	8.457807e-04	1.123562e-03	2.857027e-03	4.680140e-06	3.522343e-05	4.964048e-04	5.317245e-04
r_2137	ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	1.216415e-06	1.207635e-05	6.666518e-06	8.910022e-06	6.850150e-06	2.211973e-05	3.101927e-05	4.227982e-05	1.465731e-07	1.991113e-06	2.009977e-05	2.821847e-05	2.227440e-05	2.079754e-04	1.971419e-04	1.927568e-04	1.461679e-04	5.266764e-04	7.381371e-04	1.121896e-03	3.457805e-06	3.832764e-05	4.282053e-04	5.720510e-04
r_2187	butyrate exchange	3.265801e-06	3.922243e-05	4.644190e-05	3.294970e-05	1.793883e-05	1.657151e-04	9.963472e-05	3.019204e-04	8.182528e-07	1.116889e-05	8.021164e-05	9.149050e-05	7.483903e-05	7.467266e-04	1.046006e-03	7.761263e-04	4.791702e-04	2.443427e-03	2.346533e-03	5.287135e-03	1.410990e-05	1.691770e-04	1.719441e-03	2.044640e-03
r_2188	hexanoate exchange	6.714044e-07	1.715825e-05	7.043891e-05	3.803127e-05	2.468309e-05	6.350217e-04	8.797058e-04	1.379529e-03	3.230689e-06	4.538443e-05	6.945818e-05	6.477027e-05	3.356686e-05	4.957115e-04	1.267634e-03	8.072779e-04	5.220452e-04	4.804152e-03	6.667974e-03	1.151840e-02	2.843349e-05	3.462863e-04	1.554148e-03	1.512664e-03
r_2189	oleate exchange	6.324628e-07	1.440097e-05	1.300762e-05	4.121471e-06	6.908107e-06	5.320776e-05	9.831295e-05	1.309888e-04	2.678296e-07	3.302969e-06	2.781380e-06	9.417431e-06	2.367849e-05	3.346124e-04	3.786584e-04	1.976460e-04	2.012135e-04	1.349104e-03	2.196365e-03	3.498722e-03	5.785179e-06	6.293690e-05	1.966732e-04	4.691261e-04
EXC_OUT_s_3717	protein exchange (OUT)	1.226893e-04	9.566565e-04	1.554191e-03	1.443687e-03	1.197633e-03	6.612114e-03	6.446596e-03	7.076314e-03	0	3.284441e-09	2.108090e-08	0	5.464166e-07	4.089146e-06	8.158608e-06	6.833829e-06	6.286883e-06	3.470978e-05	3.568149e-05	3.271541e-05	0	1.641714e-11	8.882176e-11	0
r_4046	non-growth associated maintenance reaction	1.813875e-06	1.920962e+00	5.655931e+00	3.329695e-05	5.100999e+00	1.078563e+01	2.039430e+01	4.531161e+01	1.034147e-01	1.211005e+00	1.498311e+01	1.459147e+01	4.552288e-09	3.683462e-03	8.200990e-03	5.911755e-08	1.108840e-02	1.354522e-02	3.305812e-02	8.688543e-02	1.982986e-04	8.782575e-04	2.428685e-02	2.590663e-02
